year,industry_code_ANZSIC,industry_name_ANZSIC,rme_size_grp,variable,value,unit
2019,Q,Health Care and Social Assistance,f_50-99,Operating profit before tax,123,DOLLARS(millions)
2019,Q,Health Care and Social Assistance,f_50-99,Total assets,2065,DOLLARS(millions)
2019,Q,Health Care and Social Assistance,f_50-99,Fixed tangible assets,1290,DOLLARS(millions)
2019,Q,Health Care and Social Assistance,g_100-199,Activity unit,147,COUNT
2019,Q,Health Care and Social Assistance,g_100-199,Rolling mean employees,20274,COUNT
2019,Q,Health Care and Social Assistance,g_100-199,Salaries and wages paid,892,DOLLARS(millions)
2019,Q,Health Care and Social Assistance,g_100-199,"Sales, government funding, grants and subsidies",2445,DOLLARS(millions)
2019,Q,Health Care and Social Assistance,g_100-199,Total income,2702,DOLLARS(millions)
2019,Q,Health Care and Social Assistance,g_100-199,Total expenditure,2300,DOLLARS(millions)
2019,Q,Health Care and Social Assistance,g_100-199,Operating profit before tax,243,DOLLARS(millions)
2019,Q,Health Care and Social Assistance,g_100-199,Total assets,6244,DOLLARS(millions)
2019,Q,Health Care and Social Assistance,g_100-199,Fixed tangible assets,1767,DOLLARS(millions)
2019,Q,Health Care and Social Assistance,h_200+,Activity unit,78,COUNT
2019,Q,Health Care and Social Assistance,h_200+,Rolling mean employees,65676,COUNT
2019,Q,Health Care and Social Assistance,h_200+,Salaries and wages paid,2804,DOLLARS(millions)
2019,Q,Health Care and Social Assistance,h_200+,"Sales, government funding, grants and subsidies",4811,DOLLARS(millions)
2019,Q,Health Care and Social Assistance,h_200+,Total income,5024,DOLLARS(millions)
2019,Q,Health Care and Social Assistance,h_200+,Total expenditure,4787,DOLLARS(millions)
2019,Q,Health Care and Social Assistance,h_200+,Operating profit before tax,252,DOLLARS(millions)
2019,Q,Health Care and Social Assistance,h_200+,Total assets,6054,DOLLARS(millions)
2019,Q,Health Care and Social Assistance,h_200+,Fixed tangible assets,2613,DOLLARS(millions)
2019,Q,Health Care and Social Assistance,i_Industry_Total,Activity unit,20043,COUNT
2019,Q,Health Care and Social Assistance,i_Industry_Total,Rolling mean employees,162864,COUNT
2019,Q,Health Care and Social Assistance,i_Industry_Total,Salaries and wages paid,7891,DOLLARS(millions)
2019,Q,Health Care and Social Assistance,i_Industry_Total,"Sales, government funding, grants and subsidies",17917,DOLLARS(millions)
2019,Q,Health Care and Social Assistance,i_Industry_Total,Total income,18920,DOLLARS(millions)
2019,Q,Health Care and Social Assistance,i_Industry_Total,Total expenditure,16644,DOLLARS(millions)
2019,Q,Health Care and Social Assistance,i_Industry_Total,Operating profit before tax,2108,DOLLARS(millions)
2019,Q,Health Care and Social Assistance,i_Industry_Total,Total assets,23524,DOLLARS(millions)
2019,Q,Health Care and Social Assistance,i_Industry_Total,Fixed tangible assets,9405,DOLLARS(millions)
2019,R,Arts and Recreation Services,a_0,Activity unit,6663,COUNT
2019,R,Arts and Recreation Services,a_0,Rolling mean employees,0,COUNT
2019,R,Arts and Recreation Services,a_0,Salaries and wages paid,156,DOLLARS(millions)
2019,R,Arts and Recreation Services,a_0,"Sales, government funding, grants and subsidies",930,DOLLARS(millions)
2019,R,Arts and Recreation Services,a_0,Total income,1061,DOLLARS(millions)
2019,R,Arts and Recreation Services,a_0,Total expenditure,848,DOLLARS(millions)
2019,R,Arts and Recreation Services,a_0,Operating profit before tax,208,DOLLARS(millions)
2019,R,Arts and Recreation Services,a_0,Total assets,1866,DOLLARS(millions)
2019,R,Arts and Recreation Services,a_0,Fixed tangible assets,1136,DOLLARS(millions)
2019,R,Arts and Recreation Services,b_1-5,Activity unit,2463,COUNT
2019,R,Arts and Recreation Services,b_1-5,Rolling mean employees,4869,COUNT
2019,R,Arts and Recreation Services,b_1-5,Salaries and wages paid,174,DOLLARS(millions)
2019,R,Arts and Recreation Services,b_1-5,"Sales, government funding, grants and subsidies",650,DOLLARS(millions)
2019,R,Arts and Recreation Services,b_1-5,Total income,776,DOLLARS(millions)
2019,R,Arts and Recreation Services,b_1-5,Total expenditure,724,DOLLARS(millions)
2019,R,Arts and Recreation Services,b_1-5,Operating profit before tax,56,DOLLARS(millions)
2019,R,Arts and Recreation Services,b_1-5,Total assets,1366,DOLLARS(millions)
2019,R,Arts and Recreation Services,b_1-5,Fixed tangible assets,878,DOLLARS(millions)
2019,R,Arts and Recreation Services,c_6-9,Activity unit,390,COUNT
2019,R,Arts and Recreation Services,c_6-9,Rolling mean employees,2862,COUNT
2019,R,Arts and Recreation Services,c_6-9,Salaries and wages paid,82,DOLLARS(millions)
2019,R,Arts and Recreation Services,c_6-9,"Sales, government funding, grants and subsidies",353,DOLLARS(millions)
2019,R,Arts and Recreation Services,c_6-9,Total income,395,DOLLARS(millions)
2019,R,Arts and Recreation Services,c_6-9,Total expenditure,369,DOLLARS(millions)
2019,R,Arts and Recreation Services,c_6-9,Operating profit before tax,26,DOLLARS(millions)
2019,R,Arts and Recreation Services,c_6-9,Total assets,383,DOLLARS(millions)
2019,R,Arts and Recreation Services,c_6-9,Fixed tangible assets,268,DOLLARS(millions)
2019,R,Arts and Recreation Services,d_10-19,Activity unit,372,COUNT
2019,R,Arts and Recreation Services,d_10-19,Rolling mean employees,5094,COUNT
2019,R,Arts and Recreation Services,d_10-19,Salaries and wages paid,168,DOLLARS(millions)
2019,R,Arts and Recreation Services,d_10-19,"Sales, government funding, grants and subsidies",489,DOLLARS(millions)
2019,R,Arts and Recreation Services,d_10-19,Total income,625,DOLLARS(millions)
2019,R,Arts and Recreation Services,d_10-19,Total expenditure,568,DOLLARS(millions)
2019,R,Arts and Recreation Services,d_10-19,Operating profit before tax,72,DOLLARS(millions)
2019,R,Arts and Recreation Services,d_10-19,Total assets,843,DOLLARS(millions)
2019,R,Arts and Recreation Services,d_10-19,Fixed tangible assets,523,DOLLARS(millions)
2019,R,Arts and Recreation Services,e_20-49,Activity unit,219,COUNT
2019,R,Arts and Recreation Services,e_20-49,Rolling mean employees,6570,COUNT
2019,R,Arts and Recreation Services,e_20-49,Salaries and wages paid,221,DOLLARS(millions)
2019,R,Arts and Recreation Services,e_20-49,"Sales, government funding, grants and subsidies",767,DOLLARS(millions)
2019,R,Arts and Recreation Services,e_20-49,Total income,995,DOLLARS(millions)
2019,R,Arts and Recreation Services,e_20-49,Total expenditure,961,DOLLARS(millions)
2019,R,Arts and Recreation Services,e_20-49,Operating profit before tax,C,DOLLARS(millions)
2019,R,Arts and Recreation Services,e_20-49,Total assets,2063,DOLLARS(millions)
2019,R,Arts and Recreation Services,e_20-49,Fixed tangible assets,1622,DOLLARS(millions)
2019,R,Arts and Recreation Services,f_50-99,Activity unit,60,COUNT
2019,R,Arts and Recreation Services,f_50-99,Rolling mean employees,3969,COUNT
2019,R,Arts and Recreation Services,f_50-99,Salaries and wages paid,145,DOLLARS(millions)
2019,R,Arts and Recreation Services,f_50-99,"Sales, government funding, grants and subsidies",332,DOLLARS(millions)
2019,R,Arts and Recreation Services,f_50-99,Total income,480,DOLLARS(millions)
2019,R,Arts and Recreation Services,f_50-99,Total expenditure,536,DOLLARS(millions)
2019,R,Arts and Recreation Services,f_50-99,Operating profit before tax,25,DOLLARS(millions)
2019,R,Arts and Recreation Services,f_50-99,Total assets,1000,DOLLARS(millions)
2019,R,Arts and Recreation Services,f_50-99,Fixed tangible assets,615,DOLLARS(millions)
2019,R,Arts and Recreation Services,g_100-199,Activity unit,12,COUNT
2019,R,Arts and Recreation Services,g_100-199,Rolling mean employees,1764,COUNT
2019,R,Arts and Recreation Services,g_100-199,Salaries and wages paid,67,DOLLARS(millions)
2019,R,Arts and Recreation Services,g_100-199,"Sales, government funding, grants and subsidies",C,DOLLARS(millions)
2019,R,Arts and Recreation Services,g_100-199,Total income,665,DOLLARS(millions)
2019,R,Arts and Recreation Services,g_100-199,Total expenditure,403,DOLLARS(millions)
2019,R,Arts and Recreation Services,g_100-199,Operating profit before tax,C,DOLLARS(millions)
2019,R,Arts and Recreation Services,g_100-199,Total assets,276,DOLLARS(millions)
2019,R,Arts and Recreation Services,g_100-199,Fixed tangible assets,128,DOLLARS(millions)
2019,R,Arts and Recreation Services,h_200+,Activity unit,18,COUNT
2019,R,Arts and Recreation Services,h_200+,Rolling mean employees,9750,COUNT
2019,R,Arts and Recreation Services,h_200+,Salaries and wages paid,455,DOLLARS(millions)
2019,R,Arts and Recreation Services,h_200+,"Sales, government funding, grants and subsidies",C,DOLLARS(millions)
2019,R,Arts and Recreation Services,h_200+,Total income,3716,DOLLARS(millions)
2019,R,Arts and Recreation Services,h_200+,Total expenditure,3285,DOLLARS(millions)
2019,R,Arts and Recreation Services,h_200+,Operating profit before tax,444,DOLLARS(millions)
2019,R,Arts and Recreation Services,h_200+,Total assets,2412,DOLLARS(millions)
2019,R,Arts and Recreation Services,h_200+,Fixed tangible assets,1334,DOLLARS(millions)
2019,R,Arts and Recreation Services,i_Industry_Total,Activity unit,10200,COUNT
2019,R,Arts and Recreation Services,i_Industry_Total,Rolling mean employees,34881,COUNT
2019,R,Arts and Recreation Services,i_Industry_Total,Salaries and wages paid,1468,DOLLARS(millions)
2019,R,Arts and Recreation Services,i_Industry_Total,"Sales, government funding, grants and subsidies",7715,DOLLARS(millions)
2019,R,Arts and Recreation Services,i_Industry_Total,Total income,8713,DOLLARS(millions)
2019,R,Arts and Recreation Services,i_Industry_Total,Total expenditure,7694,DOLLARS(millions)
2019,R,Arts and Recreation Services,i_Industry_Total,Operating profit before tax,1134,DOLLARS(millions)
2019,R,Arts and Recreation Services,i_Industry_Total,Total assets,10210,DOLLARS(millions)
2019,R,Arts and Recreation Services,i_Industry_Total,Fixed tangible assets,6504,DOLLARS(millions)
2019,S,Other Services,a_0,Activity unit,10602,COUNT
2019,S,Other Services,a_0,Rolling mean employees,0,COUNT
2019,S,Other Services,a_0,Salaries and wages paid,246,DOLLARS(millions)
2019,S,Other Services,a_0,"Sales, government funding, grants and subsidies",1394,DOLLARS(millions)
2019,S,Other Services,a_0,Total income,1683,DOLLARS(millions)
2019,S,Other Services,a_0,Total expenditure,1341,DOLLARS(millions)
2019,S,Other Services,a_0,Operating profit before tax,300,DOLLARS(millions)
2019,S,Other Services,a_0,Total assets,3087,DOLLARS(millions)
2019,S,Other Services,a_0,Fixed tangible assets,1155,DOLLARS(millions)
2019,S,Other Services,b_1-5,Activity unit,9105,COUNT
2019,S,Other Services,b_1-5,Rolling mean employees,20757,COUNT
2019,S,Other Services,b_1-5,Salaries and wages paid,994,DOLLARS(millions)
2019,S,Other Services,b_1-5,"Sales, government funding, grants and subsidies",2954,DOLLARS(millions)
2019,S,Other Services,b_1-5,Total income,3208,DOLLARS(millions)
2019,S,Other Services,b_1-5,Total expenditure,2905,DOLLARS(millions)
2019,S,Other Services,b_1-5,Operating profit before tax,278,DOLLARS(millions)
2019,S,Other Services,b_1-5,Total assets,3306,DOLLARS(millions)
2019,S,Other Services,b_1-5,Fixed tangible assets,1169,DOLLARS(millions)
2019,S,Other Services,c_6-9,Activity unit,1755,COUNT
2019,S,Other Services,c_6-9,Rolling mean employees,12369,COUNT
2019,S,Other Services,c_6-9,Salaries and wages paid,547,DOLLARS(millions)
2019,S,Other Services,c_6-9,"Sales, government funding, grants and subsidies",1559,DOLLARS(millions)
2019,S,Other Services,c_6-9,Total income,1678,DOLLARS(millions)
2019,S,Other Services,c_6-9,Total expenditure,1531,DOLLARS(millions)
2019,S,Other Services,c_6-9,Operating profit before tax,141,DOLLARS(millions)
2019,S,Other Services,c_6-9,Total assets,1462,DOLLARS(millions)
2019,S,Other Services,c_6-9,Fixed tangible assets,283,DOLLARS(millions)
2019,S,Other Services,d_10-19,Activity unit,930,COUNT
2019,S,Other Services,d_10-19,Rolling mean employees,12132,COUNT
2019,S,Other Services,d_10-19,Salaries and wages paid,563,DOLLARS(millions)
2019,S,Other Services,d_10-19,"Sales, government funding, grants and subsidies",1742,DOLLARS(millions)
2019,S,Other Services,d_10-19,Total income,1901,DOLLARS(millions)
2019,S,Other Services,d_10-19,Total expenditure,1729,DOLLARS(millions)
2019,S,Other Services,d_10-19,Operating profit before tax,140,DOLLARS(millions)
2019,S,Other Services,d_10-19,Total assets,2233,DOLLARS(millions)
2019,S,Other Services,d_10-19,Fixed tangible assets,541,DOLLARS(millions)
2019,S,Other Services,e_20-49,Activity unit,321,COUNT
2019,S,Other Services,e_20-49,Rolling mean employees,9012,COUNT
2019,S,Other Services,e_20-49,Salaries and wages paid,434,DOLLARS(millions)
2019,S,Other Services,e_20-49,"Sales, government funding, grants and subsidies",1331,DOLLARS(millions)
2019,S,Other Services,e_20-49,Total income,1584,DOLLARS(millions)
2019,S,Other Services,e_20-49,Total expenditure,1447,DOLLARS(millions)
2019,S,Other Services,e_20-49,Operating profit before tax,37,DOLLARS(millions)
2019,S,Other Services,e_20-49,Total assets,3439,DOLLARS(millions)
2019,S,Other Services,e_20-49,Fixed tangible assets,488,DOLLARS(millions)
2019,S,Other Services,f_50-99,Activity unit,66,COUNT
2019,S,Other Services,f_50-99,Rolling mean employees,4509,COUNT
2019,S,Other Services,f_50-99,Salaries and wages paid,234,DOLLARS(millions)
2019,S,Other Services,f_50-99,"Sales, government funding, grants and subsidies",649,DOLLARS(millions)
2019,S,Other Services,f_50-99,Total income,755,DOLLARS(millions)
2019,S,Other Services,f_50-99,Total expenditure,759,DOLLARS(millions)
2019,S,Other Services,f_50-99,Operating profit before tax,5,DOLLARS(millions)
2019,S,Other Services,f_50-99,Total assets,533,DOLLARS(millions)
2019,S,Other Services,f_50-99,Fixed tangible assets,195,DOLLARS(millions)
2019,S,Other Services,g_100-199,Activity unit,15,COUNT
2019,S,Other Services,g_100-199,Rolling mean employees,2070,COUNT
2019,S,Other Services,g_100-199,Salaries and wages paid,89,DOLLARS(millions)
2019,S,Other Services,g_100-199,"Sales, government funding, grants and subsidies",153,DOLLARS(millions)
2019,S,Other Services,g_100-199,Total income,238,DOLLARS(millions)
2019,S,Other Services,g_100-199,Total expenditure,229,DOLLARS(millions)
2019,S,Other Services,g_100-199,Operating profit before tax,13,DOLLARS(millions)
2019,S,Other Services,g_100-199,Total assets,260,DOLLARS(millions)
2019,S,Other Services,g_100-199,Fixed tangible assets,72,DOLLARS(millions)
2019,S,Other Services,h_200+,Activity unit,9,COUNT
2019,S,Other Services,h_200+,Rolling mean employees,3897,COUNT
2019,S,Other Services,h_200+,Salaries and wages paid,202,DOLLARS(millions)
2019,S,Other Services,h_200+,"Sales, government funding, grants and subsidies",542,DOLLARS(millions)
2019,S,Other Services,h_200+,Total income,665,DOLLARS(millions)
2019,S,Other Services,h_200+,Total expenditure,594,DOLLARS(millions)
2019,S,Other Services,h_200+,Operating profit before tax,41,DOLLARS(millions)
2019,S,Other Services,h_200+,Total assets,898,DOLLARS(millions)
2019,S,Other Services,h_200+,Fixed tangible assets,294,DOLLARS(millions)
2019,S,Other Services,i_Industry_Total,Activity unit,22806,COUNT
2019,S,Other Services,i_Industry_Total,Rolling mean employees,64740,COUNT
2019,S,Other Services,i_Industry_Total,Salaries and wages paid,3309,DOLLARS(millions)
2019,S,Other Services,i_Industry_Total,"Sales, government funding, grants and subsidies",10326,DOLLARS(millions)
2019,S,Other Services,i_Industry_Total,Total income,11712,DOLLARS(millions)
2019,S,Other Services,i_Industry_Total,Total expenditure,10536,DOLLARS(millions)
2019,S,Other Services,i_Industry_Total,Operating profit before tax,955,DOLLARS(millions)
2019,S,Other Services,i_Industry_Total,Total assets,15218,DOLLARS(millions)
2019,S,Other Services,i_Industry_Total,Fixed tangible assets,4198,DOLLARS(millions)
2019,all,All Industries,j_Grand_Total,Activity unit,497373,COUNT
2019,all,All Industries,j_Grand_Total,Rolling mean employees,1889733,COUNT
2019,all,All Industries,j_Grand_Total,Salaries and wages paid,113051,DOLLARS(millions)
2019,all,All Industries,j_Grand_Total,"Sales, government funding, grants and subsidies",643102,DOLLARS(millions)
2019,all,All Industries,j_Grand_Total,Total income,728225,DOLLARS(millions)
2019,all,All Industries,j_Grand_Total,Total expenditure,634855,DOLLARS(millions)
2019,all,All Industries,j_Grand_Total,Operating profit before tax,86377,DOLLARS(millions)
2019,all,All Industries,j_Grand_Total,Total assets,2228678,DOLLARS(millions)
2019,all,All Industries,j_Grand_Total,Fixed tangible assets,538578,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",a_0,Activity unit,41625,COUNT
2020,A,"Agriculture, Forestry and Fishing",a_0,Fixed tangible assets,45358,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",a_0,Operating profit before tax,2085,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",a_0,Rolling mean employees,0,COUNT
2020,A,"Agriculture, Forestry and Fishing",a_0,Salaries and wages paid,467,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",a_0,"Sales, government funding, grants and subsidies",11819,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",a_0,Total assets,79730,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",a_0,Total expenditure,10058,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",a_0,Total income,13276,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",b_1-5,Activity unit,18381,COUNT
2020,A,"Agriculture, Forestry and Fishing",b_1-5,Fixed tangible assets,38168,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",b_1-5,Operating profit before tax,1841,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",b_1-5,Rolling mean employees,35505,COUNT
2020,A,"Agriculture, Forestry and Fishing",b_1-5,Salaries and wages paid,2030,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",b_1-5,"Sales, government funding, grants and subsidies",15758,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",b_1-5,Total assets,62088,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",b_1-5,Total expenditure,14045,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",b_1-5,Total income,16420,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",c_6-9,Activity unit,2298,COUNT
2020,A,"Agriculture, Forestry and Fishing",c_6-9,Fixed tangible assets,9803,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",c_6-9,Operating profit before tax,589,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",c_6-9,Rolling mean employees,16155,COUNT
2020,A,"Agriculture, Forestry and Fishing",c_6-9,Salaries and wages paid,807,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",c_6-9,"Sales, government funding, grants and subsidies",4910,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",c_6-9,Total assets,15634,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",c_6-9,Total expenditure,4388,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",c_6-9,Total income,5026,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",d_10-19,Activity unit,1284,COUNT
2020,A,"Agriculture, Forestry and Fishing",d_10-19,Fixed tangible assets,6347,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",d_10-19,Operating profit before tax,349,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",d_10-19,Rolling mean employees,16683,COUNT
2020,A,"Agriculture, Forestry and Fishing",d_10-19,Salaries and wages paid,753,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",d_10-19,"Sales, government funding, grants and subsidies",3912,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",d_10-19,Total assets,11705,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",d_10-19,Total expenditure,3623,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",d_10-19,Total income,4027,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",e_20-49,Activity unit,627,COUNT
2020,A,"Agriculture, Forestry and Fishing",e_20-49,Fixed tangible assets,3441,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",e_20-49,Operating profit before tax,192,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",e_20-49,Rolling mean employees,18720,COUNT
2020,A,"Agriculture, Forestry and Fishing",e_20-49,Salaries and wages paid,768,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",e_20-49,"Sales, government funding, grants and subsidies",3768,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",e_20-49,Total assets,7355,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",e_20-49,Total expenditure,3631,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",e_20-49,Total income,4051,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",f_50-99,Activity unit,159,COUNT
2020,A,"Agriculture, Forestry and Fishing",f_50-99,Fixed tangible assets,1892,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",f_50-99,Operating profit before tax,126,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",f_50-99,Rolling mean employees,10713,COUNT
2020,A,"Agriculture, Forestry and Fishing",f_50-99,Salaries and wages paid,430,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",f_50-99,"Sales, government funding, grants and subsidies",1921,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",f_50-99,Total assets,4779,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",f_50-99,Total expenditure,1823,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",f_50-99,Total income,2035,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",g_100-199,Activity unit,45,COUNT
2020,A,"Agriculture, Forestry and Fishing",g_100-199,Fixed tangible assets,541,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",g_100-199,Operating profit before tax,11,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",g_100-199,Rolling mean employees,6159,COUNT
2020,A,"Agriculture, Forestry and Fishing",g_100-199,Salaries and wages paid,231,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",g_100-199,"Sales, government funding, grants and subsidies",715,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",g_100-199,Total assets,1126,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",g_100-199,Total expenditure,714,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",g_100-199,Total income,722,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",h_200+,Activity unit,24,COUNT
2020,A,"Agriculture, Forestry and Fishing",h_200+,Fixed tangible assets,1750,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",h_200+,Operating profit before tax,125,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",h_200+,Rolling mean employees,10680,COUNT
2020,A,"Agriculture, Forestry and Fishing",h_200+,Salaries and wages paid,419,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",h_200+,"Sales, government funding, grants and subsidies",1611,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",h_200+,Total assets,3757,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",h_200+,Total expenditure,1580,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",h_200+,Total income,1642,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",i_Industry_Total,Activity unit,64443,COUNT
2020,A,"Agriculture, Forestry and Fishing",i_Industry_Total,Fixed tangible assets,107299,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",i_Industry_Total,Operating profit before tax,5318,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",i_Industry_Total,Rolling mean employees,114609,COUNT
2020,A,"Agriculture, Forestry and Fishing",i_Industry_Total,Salaries and wages paid,5905,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",i_Industry_Total,"Sales, government funding, grants and subsidies",44414,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",i_Industry_Total,Total assets,186173,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",i_Industry_Total,Total expenditure,39860,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",i_Industry_Total,Total income,47199,DOLLARS(millions)
2020,B,Mining,a_0,Activity unit,405,COUNT
2020,B,Mining,a_0,Fixed tangible assets,1921,DOLLARS(millions)
2020,B,Mining,a_0,Operating profit before tax,241,DOLLARS(millions)
2020,B,Mining,a_0,Rolling mean employees,0,COUNT
2020,B,Mining,a_0,Salaries and wages paid,62,DOLLARS(millions)
2020,B,Mining,a_0,"Sales, government funding, grants and subsidies",913,DOLLARS(millions)
2020,B,Mining,a_0,Total assets,3317,DOLLARS(millions)
2020,B,Mining,a_0,Total expenditure,999,DOLLARS(millions)
2020,B,Mining,a_0,Total income,971,DOLLARS(millions)
2020,B,Mining,b_1-5,Activity unit,165,COUNT
2020,B,Mining,b_1-5,Fixed tangible assets,94,DOLLARS(millions)
2020,B,Mining,b_1-5,Operating profit before tax,18,DOLLARS(millions)
2020,B,Mining,b_1-5,Rolling mean employees,360,COUNT
2020,B,Mining,b_1-5,Salaries and wages paid,30,DOLLARS(millions)
2020,B,Mining,b_1-5,"Sales, government funding, grants and subsidies",147,DOLLARS(millions)
2020,B,Mining,b_1-5,Total assets,285,DOLLARS(millions)
2020,B,Mining,b_1-5,Total expenditure,140,DOLLARS(millions)
2020,B,Mining,b_1-5,Total income,150,DOLLARS(millions)
2020,B,Mining,c_6-9,Activity unit,45,COUNT
2020,B,Mining,c_6-9,Fixed tangible assets,47,DOLLARS(millions)
2020,B,Mining,c_6-9,Operating profit before tax,0,DOLLARS(millions)
2020,B,Mining,c_6-9,Rolling mean employees,294,COUNT
2020,B,Mining,c_6-9,Salaries and wages paid,23,DOLLARS(millions)
2020,B,Mining,c_6-9,"Sales, government funding, grants and subsidies",103,DOLLARS(millions)
2020,B,Mining,c_6-9,Total assets,188,DOLLARS(millions)
2020,B,Mining,c_6-9,Total expenditure,104,DOLLARS(millions)
2020,B,Mining,c_6-9,Total income,103,DOLLARS(millions)
2020,B,Mining,d_10-19,Activity unit,27,COUNT
2020,B,Mining,d_10-19,Fixed tangible assets,98,DOLLARS(millions)
2020,B,Mining,d_10-19,Operating profit before tax,9,DOLLARS(millions)
2020,B,Mining,d_10-19,Rolling mean employees,372,COUNT
2020,B,Mining,d_10-19,Salaries and wages paid,29,DOLLARS(millions)
2020,B,Mining,d_10-19,"Sales, government funding, grants and subsidies",130,DOLLARS(millions)
2020,B,Mining,d_10-19,Total assets,C,DOLLARS(millions)
2020,B,Mining,d_10-19,Total expenditure,128,DOLLARS(millions)
2020,B,Mining,d_10-19,Total income,132,DOLLARS(millions)
2020,B,Mining,e_20-49,Activity unit,27,COUNT
2020,B,Mining,e_20-49,Fixed tangible assets,174,DOLLARS(millions)
2020,B,Mining,e_20-49,Operating profit before tax,30,DOLLARS(millions)
2020,B,Mining,e_20-49,Rolling mean employees,828,COUNT
2020,B,Mining,e_20-49,Salaries and wages paid,80,DOLLARS(millions)
2020,B,Mining,e_20-49,"Sales, government funding, grants and subsidies",298,DOLLARS(millions)
2020,B,Mining,e_20-49,Total assets,361,DOLLARS(millions)
2020,B,Mining,e_20-49,Total expenditure,296,DOLLARS(millions)
2020,B,Mining,e_20-49,Total income,300,DOLLARS(millions)
2020,B,Mining,f_50-99,Activity unit,9,COUNT
2020,B,Mining,f_50-99,Fixed tangible assets,C,DOLLARS(millions)
2020,B,Mining,f_50-99,Operating profit before tax,C,DOLLARS(millions)
2020,B,Mining,f_50-99,Rolling mean employees,690,COUNT
2020,B,Mining,f_50-99,Salaries and wages paid,124,DOLLARS(millions)
2020,B,Mining,f_50-99,"Sales, government funding, grants and subsidies",611,DOLLARS(millions)
2020,B,Mining,f_50-99,Total assets,C,DOLLARS(millions)
